,nPumps,popped,maxPumps
0,8.0,True,8.0
1,12.0,False,14.0
2,2.0,True,2.0
3,20.0,True,20.0
4,26.0,True,26.0
5,20.0,True,20.0
6,1.0,False,8.0
7,14.0,False,20.0
8,2.0,True,2.0
9,14.0,True,14.0
10,8.0,True,8.0
11,14.0,True,14.0
12,12.0,False,26.0
13,26.0,True,26.0
14,14.0,True,14.0
15,14.0,True,14.0
16,20.0,True,20.0
17,8.0,True,8.0
18,26.0,True,26.0
19,2.0,True,2.0
20,8.0,True,8.0
21,2.0,True,2.0
22,2.0,True,2.0
23,26.0,True,26.0
24,20.0,True,20.0
